case_id,crime_datetime,district,taluk,police_station,crime_category,crime_type,crime_severity,case_status,fir_registered,act_id,section_id
CR024603,2025-07-09 23:47:43,Bengaluru Urban,Yelahanka,HSR Lay Out Traffic PS,Public Order,Illegal Liquor,Medium,Closed,Yes,ACT004,SEC017
CR024604,2025-08-02 22:53:48,Bagalkote,Badami,Hungunda PS,Violent Crime,Assault,Critical,Under Investigation,Yes,ACT001,SEC006
CR024605,2024-10-21 12:56:09,Tumakuru,Kunigal,Tiptur Rural PS,Cyber Crime,Phishing,Medium,Pending Trial,Yes,ACT002,SEC009
CR024606,2024-12-21 19:24:00,Shivamogga,Shivamogga,Bhadravathi New Town PS,Crime Against Women,Stalking,High,Charge Sheet Filed,Yes,ACT001,SEC013
CR024607,2025-08-02 13:59:44,Chikkamagaluru,Kadur,Koppa PS,Economic Crime,Financial Fraud,Medium,Closed,No,ACT002,SEC014
CR024608,2025-09-10 12:43:06,Bagalkote,Mudhol,Savalgi PS,Economic Crime,Cheating,Medium,Pending Trial,Yes,ACT001,SEC005
CR024609,2024-08-16 16:33:21,Chikkaballapura,Sidlaghatta,Chelur PS,Violent Crime,Murder,Critical,Under Investigation,Yes,ACT001,SEC001
CR024610,2026-07-11 08:27:15,Mandya,Pandavapura,Mandya Rural PS,Cyber Crime,OTP Scam,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR024611,2025-11-17 17:39:26,Hassan,Arsikere,Hassan CEN Crime PS,Rural Crime,Crop Theft,Medium,Under Investigation,Yes,ACT001,SEC020
CR024612,2024-11-11 06:22:27,Kolar,Bangarapet,Kamasamudram PS,Cyber Crime,OTP Scam,Medium,Charge Sheet Filed,No,ACT002,SEC009
CR024613,2024-12-08 18:27:12,Koppal,Gangawati,Gangavathi Town PS,Cyber Crime,OTP Scam,Medium,Pending Trial,Yes,ACT002,SEC009
CR024614,2025-06-09 02:11:06,Ballari,Siruguppa,Gadiganur PS,Property Crime,Shop Theft,Medium,Charge Sheet Filed,No,ACT001,SEC003
CR024615,2025-05-17 19:28:07,Uttara Kannada,Bhatkal,Ramnagar PS,Property Crime,Chain Snatching,Medium,Closed,Yes,ACT001,SEC004
CR024616,2026-02-19 23:28:46,Hassan,Arkalgud,Belur PS,Violent Crime,Robbery,Critical,Under Investigation,Yes,ACT001,SEC004
CR024617,2024-10-19 13:49:02,Haveri,Hangal,Bankapura PS,Crime Against Women,Sexual Harassment,High,Pending Trial,Yes,ACT001,SEC007
CR024618,2025-09-15 15:15:51,Chikkamagaluru,Chikkamagaluru,Koppa PS,Violent Crime,Murder,Critical,Charge Sheet Filed,Yes,ACT001,SEC001
CR024619,2025-05-08 09:43:05,Vijayapura,Nidagundi,Indi Rural PS,Crime Against Women,Sexual Harassment,High,Charge Sheet Filed,No,ACT001,SEC007
CR024620,2025-02-18 21:15:50,Davanagere,Harihar,Basavapatna PS,Violent Crime,Attempt to Murder,Critical,Closed,Yes,ACT001,SEC002
CR024621,2024-10-20 00:00:19,Vijayapura,Muddebihal,Jalanagar PS,Violent Crime,Robbery,Critical,Pending Trial,Yes,ACT001,SEC004
CR024622,2025-10-27 10:43:18,Kolar,Kolar,Gulpet PS,Economic Crime,Forgery,Medium,Closed,Yes,ACT001,SEC015
CR024623,2025-01-23 06:48:47,Tumakuru,Gubbi,Jayanagara PS,Violent Crime,Robbery,Critical,Pending Trial,Yes,ACT001,SEC004
CR024624,2024-07-30 08:51:36,Dakshina Kannada,Beltangadi,DK CEN Crime PS,Property Crime,Vehicle Theft,Medium,Closed,Yes,ACT001,SEC003
CR024625,2025-09-28 16:28:54,Chitradurga,Challakere,Chitrahalli Gate PS,Economic Crime,Forgery,Medium,Pending Trial,Yes,ACT001,SEC015
CR024626,2026-04-19 00:18:22,Hassan,Alur,Arehalli PS,Property Crime,Shop Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC003
CR024627,2026-06-16 11:40:13,Chikkamagaluru,Kadur,Jayapura PS,Crime Against Women,Stalking,High,Under Investigation,No,ACT001,SEC013
CR024628,2025-01-04 15:24:47,Bengaluru South,Ramanagara,Harohalli PS,Property Crime,House Burglary,Medium,Under Investigation,Yes,ACT001,SEC003
CR024629,2026-06-26 10:42:55,Bengaluru Rural,Nelamangala,Suryanagar PS,Rural Crime,Sand Mining,Medium,Closed,Yes,ACT001,SEC021
CR024630,2025-10-01 14:11:44,Hassan,Arsikere,Halebeedu PS,Rural Crime,Sand Mining,Medium,Under Investigation,Yes,ACT001,SEC021
CR024631,2026-06-22 21:29:57,Kodagu,Somvarpet,Virajpet Rural PS,Economic Crime,Forgery,Medium,Closed,Yes,ACT001,SEC015
CR024632,2025-03-08 20:54:40,Mandya,Shrirangapattana,K.R. Pet Rural PS,Crime Against Women,Domestic Violence,High,Pending Trial,Yes,ACT001,SEC012
CR024633,2026-07-15 09:02:52,Tumakuru,Turuvekere,Kolala PS,Violent Crime,Assault,Critical,Charge Sheet Filed,Yes,ACT001,SEC006
CR024634,2025-09-12 07:06:27,Mandya,Nagamangala,Arakere PS,Violent Crime,Attempt to Murder,Critical,Under Investigation,Yes,ACT001,SEC002
CR024635,2025-05-23 04:17:45,Hassan,Alur,Channarayapatna Rural PS,Public Order,Illegal Liquor,Medium,Under Investigation,Yes,ACT004,SEC017
CR024636,2025-04-10 08:02:04,Belagavi,Hukkeri,Bailahongal PS,Economic Crime,Financial Fraud,Medium,Charge Sheet Filed,Yes,ACT002,SEC014
CR024637,2025-01-12 17:38:13,Shivamogga,Bhadravati,Hosamane PS,Violent Crime,Robbery,Critical,Closed,Yes,ACT001,SEC004
CR024638,2025-06-09 22:29:31,Shivamogga,Sorab,Sagar Town PS,Economic Crime,Cheating,Medium,Pending Trial,Yes,ACT001,SEC005
CR024639,2026-04-27 11:32:19,Kolar,Kolar Gold Field,Budikote Police Station,Cyber Crime,Phishing,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR024640,2025-05-05 06:27:29,Tumakuru,Sira,Chandrashekarpura PS,Crime Against Women,Stalking,High,Under Investigation,Yes,ACT001,SEC013
CR024641,2025-09-17 06:12:54,Mysuru,Heggadadevankote,Bylakuppe PS,Cyber Crime,UPI Fraud,Medium,Closed,Yes,ACT002,SEC008
CR024642,2026-01-17 07:56:01,Hassan,Sakleshpur,Channarayapatna Traffic PS,Crime Against Women,Sexual Harassment,High,Under Investigation,Yes,ACT001,SEC007
CR024643,2026-02-17 00:43:31,Kalaburagi,Jevargi,Ragavendranagar PS,Cyber Crime,OTP Scam,Medium,Pending Trial,Yes,ACT002,SEC009
CR024644,2024-12-16 03:59:06,Mandya,Nagamangala,Srirangapatna PS,Violent Crime,Assault,Critical,Closed,Yes,ACT001,SEC006
CR024645,2024-08-04 19:11:49,Shivamogga,Hosanagara,Nagara PS,Public Order,Illegal Liquor,Medium,Closed,Yes,ACT004,SEC017
CR024646,2025-07-23 12:31:26,Tumakuru,Turuvekere,Kodigenahalli PS,Property Crime,Chain Snatching,Medium,Under Investigation,No,ACT001,SEC004
CR024647,2025-05-18 02:35:53,Hassan,Arkalgud,Channarayapatna Town PS,Crime Against Women,Stalking,High,Pending Trial,Yes,ACT001,SEC013
CR024648,2025-01-14 11:55:02,Raichur,Manvi,Yeregera PS,Crime Against Women,Sexual Harassment,High,Charge Sheet Filed,Yes,ACT001,SEC007
CR024649,2026-01-13 16:16:39,Tumakuru,Tiptur,Tumkur CEN Crime PS,Public Order,Illegal Liquor,Medium,Under Investigation,Yes,ACT004,SEC017
CR024650,2026-01-10 17:58:13,Uttara Kannada,Sirsi,Siddapura PS,Violent Crime,Robbery,Critical,Closed,Yes,ACT001,SEC004
CR024651,2024-07-31 04:47:19,Tumakuru,Chiknayakanhalli,Chikkanayakanahalli PS,Economic Crime,Cheating,Medium,Charge Sheet Filed,No,ACT001,SEC005
CR024652,2026-03-10 09:36:17,Gadag,Gajendragad,Nargund PS,Cyber Crime,OTP Scam,Medium,Pending Trial,Yes,ACT002,SEC009
CR024653,2024-09-30 19:47:22,Chamarajanagar,Chamarajanagar,Chamarajanagar Traffic PS,Public Order,Illegal Gambling,Medium,Under Investigation,Yes,ACT007,SEC016
CR024654,2026-04-12 14:30:55,Uttara Kannada,Yellapur,Murudeshwar PS,Public Order,Rioting,Medium,Under Investigation,Yes,ACT001,SEC018
CR024655,2026-02-17 16:47:30,Bengaluru Urban,Bengaluru East,Kengeri PS,Crime Against Women,Sexual Harassment,High,Closed,Yes,ACT001,SEC007
CR024656,2025-03-13 17:45:50,Kalaburagi,Chincholi,Afzalpur PS,Violent Crime,Assault,Critical,Under Investigation,Yes,ACT001,SEC006
CR024657,2026-01-14 03:21:17,Chamarajanagar,Chamarajanagar,Chamarajanagar Traffic PS,Property Crime,Chain Snatching,Medium,Closed,Yes,ACT001,SEC004
CR024658,2026-02-21 10:23:06,Mandya,Shrirangapattana,Bindiganavile PS,Cyber Crime,OTP Scam,Medium,Under Investigation,Yes,ACT002,SEC009
CR024659,2026-01-15 05:05:54,Haveri,Hangal,Ranebennur Rural PS,Cyber Crime,OTP Scam,Medium,Charge Sheet Filed,No,ACT002,SEC009
CR024660,2025-04-28 15:43:47,Mysuru,Heggadadevankote,Krishnaraja PS,Rural Crime,Sand Mining,Medium,Charge Sheet Filed,Yes,ACT001,SEC021
CR024661,2026-01-13 12:56:35,Udupi,Hebri,Hebri PS,Rural Crime,Sand Mining,Medium,Under Investigation,Yes,ACT001,SEC021
CR024662,2024-08-17 13:10:04,Mysuru,Heggadadevankote,Lashkar PS,Public Order,Illegal Gambling,Medium,Closed,Yes,ACT007,SEC016
CR024663,2025-06-02 12:06:08,Tumakuru,Tumakuru,Kora PS,Violent Crime,Attempt to Murder,Critical,Pending Trial,Yes,ACT001,SEC002
CR024664,2024-08-07 18:13:18,Hassan,Sakleshpur,Hassan Rural PS,Economic Crime,Financial Fraud,Medium,Charge Sheet Filed,Yes,ACT002,SEC014
CR024665,2026-01-29 15:43:07,Davanagere,Honnali,RMC Yard PS,Economic Crime,Financial Fraud,Medium,Pending Trial,No,ACT002,SEC014
CR024666,2026-06-24 03:31:13,Shivamogga,Sorab,Kargal PS,Cyber Crime,Phishing,Medium,Closed,Yes,ACT002,SEC009
CR024667,2024-12-05 23:21:30,Davanagere,Honnali,Davanagere Rural PS,Rural Crime,Sand Mining,Medium,Pending Trial,Yes,ACT001,SEC021
CR024668,2025-11-23 07:04:13,Chitradurga,Chitradurga,Chitradurga Extension PS,Rural Crime,Cattle Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC019
CR024669,2025-03-12 01:41:28,Raichur,Maski,Idapanur PS,Property Crime,Chain Snatching,Medium,Charge Sheet Filed,Yes,ACT001,SEC004
CR024670,2024-12-27 05:19:14,Kolar,Kolar,Kolar Women PS,Rural Crime,Crop Theft,Medium,Closed,Yes,ACT001,SEC020
CR024671,2024-09-30 01:57:30,Davanagere,Davanagere,KTJ Nagar PS,Rural Crime,Sand Mining,Medium,Under Investigation,Yes,ACT001,SEC021
CR024672,2025-03-07 22:43:47,Chikkamagaluru,Chikkamagaluru,Jayapura PS,Property Crime,Vehicle Theft,Medium,Pending Trial,No,ACT001,SEC003
CR024673,2026-06-03 15:30:17,Chikkamagaluru,Mudigere,Koppa PS,Economic Crime,Cheating,Medium,Pending Trial,Yes,ACT001,SEC005
CR024674,2025-05-10 08:56:56,Tumakuru,Tumakuru,Chelur PS,Public Order,Rioting,Medium,Charge Sheet Filed,Yes,ACT001,SEC018
CR024675,2025-04-16 19:33:11,Vijayapura,Indi,Babaleshwar PS,Property Crime,Vehicle Theft,Medium,Charge Sheet Filed,No,ACT001,SEC003
CR024676,2025-03-25 19:21:38,Belagavi,Athni,Hukkeri PS,Violent Crime,Attempt to Murder,Critical,Charge Sheet Filed,Yes,ACT001,SEC002
CR024677,2024-12-16 19:44:47,Mysuru,Hunsur,Beechanahalli PS,Public Order,Illegal Gambling,Medium,Closed,No,ACT007,SEC016
CR024678,2025-01-17 14:40:34,Kalaburagi,Jevargi,University PS,Rural Crime,Sand Mining,Medium,Closed,No,ACT001,SEC021
CR024679,2024-11-21 01:17:00,Tumakuru,Madhugiri,Sira PS,Economic Crime,Forgery,Medium,Charge Sheet Filed,Yes,ACT001,SEC015
CR024680,2026-06-11 19:20:53,Davanagere,Davanagere,Harihara Rural PS,Crime Against Women,Sexual Harassment,High,Closed,Yes,ACT001,SEC007
CR024681,2025-07-02 05:29:24,Hassan,Arsikere,Hassan CEN Crime PS,Rural Crime,Sand Mining,Medium,Under Investigation,Yes,ACT001,SEC021
CR024682,2026-05-30 03:20:44,Dakshina Kannada,Mangaluru,Mangalore East PS,Cyber Crime,Phishing,Medium,Closed,Yes,ACT002,SEC009
CR024683,2025-10-04 07:39:21,Belagavi,Athni,Kakati PS,Cyber Crime,OTP Scam,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR024684,2025-11-19 14:18:00,Bagalkote,Ilkal,Savalgi PS,Economic Crime,Financial Fraud,Medium,Pending Trial,Yes,ACT002,SEC014
CR024685,2025-05-19 02:10:10,Vijayapura,Almel,Kolhar PS,Crime Against Women,Sexual Harassment,High,Pending Trial,Yes,ACT001,SEC007
CR024686,2024-11-22 11:53:16,Bengaluru South,Channapatna,Kanakapura Rural PS,Violent Crime,Murder,Critical,Under Investigation,Yes,ACT001,SEC001
CR024687,2025-07-27 19:05:07,Kalaburagi,Kamalapur,Roza PS,Public Order,Illegal Liquor,Medium,Closed,No,ACT004,SEC017
CR024688,2025-11-18 23:54:29,Bidar,Aurad,Humnabad Traffic PS,Property Crime,House Burglary,Medium,Closed,No,ACT001,SEC003
CR024689,2025-02-04 15:51:20,Shivamogga,Hosanagara,Soraba PS,Crime Against Women,Domestic Violence,High,Closed,No,ACT001,SEC012
CR024690,2024-11-08 19:58:39,Kolar,Kolar Gold Field,Gownapalli PS,Economic Crime,Cheating,Medium,Pending Trial,Yes,ACT001,SEC005
CR024691,2024-10-23 20:42:38,Tumakuru,Gubbi,Huliyurdurga PS,Cyber Crime,Phishing,Medium,Closed,Yes,ACT002,SEC009
CR024692,2025-01-18 10:52:15,Chitradurga,Challakere,Chitrahalli Gate PS,Property Crime,Chain Snatching,Medium,Closed,Yes,ACT001,SEC004
CR024693,2025-04-15 03:06:22,Tumakuru,Koratagere,Medigeshi PS,Crime Against Women,Stalking,High,Pending Trial,Yes,ACT001,SEC013
CR024694,2026-05-31 20:21:48,Bidar,Chitaguppa,Humnabad Traffic PS,Public Order,Rioting,Medium,Under Investigation,Yes,ACT001,SEC018
CR024695,2026-06-02 04:36:55,Koppal,Yelbarga,Kushtagi PS,Violent Crime,Attempt to Murder,Critical,Closed,Yes,ACT001,SEC002
CR024696,2026-01-05 07:33:10,Uttara Kannada,Dandeli,Chittakula PS,Property Crime,House Burglary,Medium,Pending Trial,Yes,ACT001,SEC003
CR024697,2025-05-01 23:46:38,Kalaburagi,Aland,Malkhed PS,Violent Crime,Murder,Critical,Under Investigation,Yes,ACT001,SEC001
CR024698,2025-01-13 17:59:49,Koppal,Yelbarga,Yelburga PS,Economic Crime,Financial Fraud,Medium,Closed,Yes,ACT002,SEC014
CR024699,2025-08-01 17:15:22,Hassan,Belur,Hallymysore PS,Public Order,Illegal Gambling,Medium,Pending Trial,Yes,ACT007,SEC016
CR024700,2026-06-27 03:24:13,Bengaluru Rural,Hosakote,Anekal PS,Economic Crime,Forgery,Medium,Under Investigation,Yes,ACT001,SEC015
CR024701,2025-02-24 06:36:06,Bengaluru South,Kanakapura,Ramanagar CEN Crime PS,Cyber Crime,OTP Scam,Medium,Pending Trial,Yes,ACT002,SEC009
CR024702,2025-08-14 20:52:54,Mysuru,Nanjangud,Hullahalli PS,Crime Against Women,Stalking,High,Under Investigation,Yes,ACT001,SEC013
CR024703,2025-06-08 09:18:48,Uttara Kannada,Karwar,Siddapura PS,Violent Crime,Attempt to Murder,Critical,Under Investigation,Yes,ACT001,SEC002
CR024704,2024-07-30 02:06:16,Yadgir,Shorapur,Hunasagi PS,Rural Crime,Crop Theft,Medium,Closed,Yes,ACT001,SEC020
CR024705,2026-01-26 21:16:19,Kalaburagi,Jevargi,Ragavendranagar PS,Public Order,Illegal Gambling,Medium,Pending Trial,Yes,ACT007,SEC016
CR024706,2026-03-02 03:05:34,Bengaluru Urban,Anekal,Basavanagudi PS,Public Order,Rioting,Medium,Pending Trial,Yes,ACT001,SEC018
CR024707,2026-01-08 21:55:05,Chikkaballapura,Chelur,Chelur PS,Public Order,Illegal Liquor,Medium,Pending Trial,No,ACT004,SEC017
CR024708,2024-09-03 21:32:40,Tumakuru,Kunigal,Dandina Shivara PS,Crime Against Women,Stalking,High,Under Investigation,No,ACT001,SEC013
CR024709,2025-04-19 16:00:23,Chitradurga,Holalkere,Chitradurga CEN Crime PS,Property Crime,Vehicle Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC003
CR024710,2026-01-28 01:58:24,Mandya,Nagamangala,Kikkeri PS,Rural Crime,Crop Theft,Medium,Charge Sheet Filed,No,ACT001,SEC020
CR024711,2025-04-18 09:21:47,Mysuru,Nanjangud,Bettadapura PS,Cyber Crime,OTP Scam,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR024712,2026-01-20 12:02:08,Chikkaballapura,Bagepalli,Nandi Giridhama PS,Rural Crime,Crop Theft,Medium,Charge Sheet Filed,No,ACT001,SEC020
CR024713,2025-09-07 06:12:46,Bengaluru Rural,Nelamangala,Nelamangala Rural PS,Violent Crime,Robbery,Critical,Pending Trial,Yes,ACT001,SEC004
CR024714,2025-05-13 00:20:55,Udupi,Kundapura,Kundapura Traffic PS,Property Crime,Chain Snatching,Medium,Closed,Yes,ACT001,SEC004
CR024715,2026-04-14 02:30:07,Vijayapura,Muddebihal,Sindagi PS,Economic Crime,Cheating,Medium,Under Investigation,Yes,ACT001,SEC005
CR024716,2025-05-17 03:47:00,Uttara Kannada,Sirsi,Ambikanagar PS,Violent Crime,Attempt to Murder,Critical,Under Investigation,Yes,ACT001,SEC002
CR024717,2025-10-01 19:14:53,Chikkaballapura,Chikkaballapura,Peresandra PS,Cyber Crime,UPI Fraud,Medium,Under Investigation,Yes,ACT002,SEC008
CR024718,2024-08-16 20:49:46,Raichur,Raichur,Sadar Bazar PS,Cyber Crime,Phishing,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR024719,2026-07-04 14:29:58,Raichur,Raichur,Mudgal PS,Rural Crime,Cattle Theft,Medium,Under Investigation,No,ACT001,SEC019
CR024720,2025-05-10 09:01:17,Mandya,Nagamangala,Basaralu PS,Cyber Crime,Phishing,Medium,Pending Trial,Yes,ACT002,SEC009
CR024721,2025-08-05 04:27:31,Mandya,Pandavapura,Nagamangala Rural PS,Property Crime,Chain Snatching,Medium,Charge Sheet Filed,Yes,ACT001,SEC004
CR024722,2026-04-19 14:08:34,Tumakuru,Madhugiri,Tiptur Rural PS,Property Crime,Vehicle Theft,Medium,Pending Trial,No,ACT001,SEC003
CR024723,2026-06-16 02:01:25,Bengaluru Rural,Doddaballapura,Vijayapura PS,Crime Against Women,Stalking,High,Closed,Yes,ACT001,SEC013
CR024724,2024-09-04 00:19:46,Bengaluru Rural,Nelamangala,Thyamagondlu PS,Cyber Crime,UPI Fraud,Medium,Under Investigation,No,ACT002,SEC008
CR024725,2024-11-05 01:39:29,Bidar,Kamalnagar,Bidar Traffic PS,Cyber Crime,Phishing,Medium,Under Investigation,Yes,ACT002,SEC009
CR024726,2025-11-24 11:23:20,Koppal,Kushtagi,Yelburga PS,Crime Against Women,Domestic Violence,High,Charge Sheet Filed,Yes,ACT001,SEC012
CR024727,2024-08-01 19:19:01,Hassan,Arsikere,Konanur PS,Rural Crime,Crop Theft,Medium,Under Investigation,Yes,ACT001,SEC020
CR024728,2025-06-06 22:22:03,Raichur,Devadurga,Market Yard PS,Cyber Crime,Phishing,Medium,Under Investigation,Yes,ACT002,SEC009
CR024729,2025-02-11 19:47:42,Kolar,Kolar,Rayalpad PS,Property Crime,Shop Theft,Medium,Under Investigation,Yes,ACT001,SEC003
CR024730,2024-09-30 07:43:19,Kolar,Srinivaspur,Gulpet PS,Cyber Crime,Phishing,Medium,Pending Trial,Yes,ACT002,SEC009
CR024731,2025-06-06 22:10:25,Bengaluru South,Ramanagara,Ramanagara Traffic PS,Crime Against Women,Domestic Violence,High,Pending Trial,Yes,ACT001,SEC012
CR024732,2025-10-07 14:29:20,Hassan,Sakleshpur,Arakalagud PS,Public Order,Rioting,Medium,Under Investigation,Yes,ACT001,SEC018
CR024733,2026-03-28 21:34:14,Koppal,Yelbarga,Koppal Traffic PS,Public Order,Rioting,Medium,Pending Trial,Yes,ACT001,SEC018
CR024734,2025-08-09 19:55:31,Tumakuru,Kunigal,Thilak Park PS,Property Crime,Chain Snatching,Medium,Pending Trial,Yes,ACT001,SEC004
CR024735,2025-06-16 00:05:33,Dharwad,Dharwad,Bendigeri PS,Cyber Crime,UPI Fraud,Medium,Pending Trial,Yes,ACT002,SEC008
CR024736,2025-12-22 05:56:04,Tumakuru,Madhugiri,Tiptur Town PS,Public Order,Illegal Gambling,Medium,Charge Sheet Filed,No,ACT007,SEC016
CR024737,2026-01-12 17:49:00,Hassan,Belur,Hassan Extn. PS,Cyber Crime,UPI Fraud,Medium,Pending Trial,Yes,ACT002,SEC008
CR024738,2026-06-23 05:27:13,Dakshina Kannada,Ullala,Belthangadi Traffic PS,Violent Crime,Robbery,Critical,Pending Trial,Yes,ACT001,SEC004
CR024739,2025-02-09 02:43:31,Kolar,Srinivaspur,Nangli PS,Violent Crime,Attempt to Murder,Critical,Charge Sheet Filed,Yes,ACT001,SEC002
CR024740,2025-04-07 11:20:28,Kolar,Malur,Vemagal PS,Public Order,Illegal Liquor,Medium,Under Investigation,Yes,ACT004,SEC017
CR024741,2026-06-09 12:13:54,Chikkaballapura,Chelur,Chelur PS,Crime Against Women,Sexual Harassment,High,Under Investigation,Yes,ACT001,SEC007
CR024742,2025-09-10 11:14:10,Haveri,Hirekerur,Haveri Traffic PS,Cyber Crime,OTP Scam,Medium,Closed,Yes,ACT002,SEC009
CR024743,2025-02-27 06:12:47,Kolar,Malur,Robertsonpet PS,Economic Crime,Financial Fraud,Medium,Charge Sheet Filed,Yes,ACT002,SEC014
CR024744,2024-11-10 15:23:41,Mysuru,Heggadadevankote,Hunusur Rural PS,Public Order,Illegal Gambling,Medium,Pending Trial,No,ACT007,SEC016
CR024745,2026-03-03 01:16:10,Chikkaballapura,Chikkaballapura,Peresandra PS,Public Order,Illegal Liquor,Medium,Pending Trial,Yes,ACT004,SEC017
CR024746,2024-10-08 04:02:10,Bengaluru Rural,Hosakote,Bengaluru CEN Crime PS,Rural Crime,Crop Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC020
CR024747,2026-01-29 12:08:58,Tumakuru,Tumakuru,Thirumani PS,Economic Crime,Cheating,Medium,Pending Trial,No,ACT001,SEC005
CR024748,2025-07-22 22:44:36,Shivamogga,Shikarpur,Hosanagara PS,Rural Crime,Cattle Theft,Medium,Under Investigation,Yes,ACT001,SEC019
CR024749,2024-11-09 01:47:36,Chitradurga,Holalkere,Chitrahalli Gate PS,Property Crime,Vehicle Theft,Medium,Pending Trial,Yes,ACT001,SEC003
CR024750,2026-01-19 20:25:14,Chikkaballapura,Gudibanda,Chelur PS,Cyber Crime,OTP Scam,Medium,Closed,Yes,ACT002,SEC009
CR024751,2026-06-19 20:45:10,Bengaluru Rural,Nelamangala,Dobbespet PS,Property Crime,Chain Snatching,Medium,Under Investigation,Yes,ACT001,SEC004
CR024752,2026-06-22 20:11:17,Mysuru,Piriyapatna,Laxmipuram PS,Cyber Crime,Phishing,Medium,Charge Sheet Filed,No,ACT002,SEC009
CR024753,2025-04-25 08:07:52,Belagavi,Hukkeri,Sadalaga PS,Cyber Crime,Phishing,Medium,Pending Trial,No,ACT002,SEC009
CR024754,2025-11-23 13:23:09,Tumakuru,Chiknayakanhalli,Koratagere PS,Crime Against Women,Sexual Harassment,High,Under Investigation,Yes,ACT001,SEC007
CR024755,2025-12-15 04:07:20,Ballari,Siruguppa,Thoranagal PS,Crime Against Women,Stalking,High,Charge Sheet Filed,Yes,ACT001,SEC013
CR024756,2025-09-02 09:04:53,Chikkamagaluru,Kadur,Koppa PS,Violent Crime,Assault,Critical,Under Investigation,Yes,ACT001,SEC006
CR024757,2025-12-18 19:53:34,Shivamogga,Hosanagara,Jog PS,Crime Against Women,Sexual Harassment,High,Under Investigation,Yes,ACT001,SEC007
CR024758,2025-06-09 04:18:56,Belagavi,Bailahongala,APMC Yard PS,Crime Against Women,Stalking,High,Charge Sheet Filed,Yes,ACT001,SEC013
CR024759,2026-03-26 23:35:40,Uttara Kannada,Sirsi,UK Women PS,Crime Against Women,Sexual Harassment,High,Charge Sheet Filed,Yes,ACT001,SEC007
CR024760,2025-04-29 15:38:47,Vijayanagara,Hagaribommanahalli,APMC Yard PS,Crime Against Women,Stalking,High,Under Investigation,Yes,ACT001,SEC013
CR024761,2026-01-27 01:55:30,Mandya,Mandya,Mandya Women PS,Crime Against Women,Stalking,High,Pending Trial,Yes,ACT001,SEC013
CR024762,2025-04-03 18:57:05,Bidar,Kamalnagar,Bidar Traffic PS,Rural Crime,Cattle Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC019
CR024763,2025-09-04 11:09:30,Chikkaballapura,Chintamani,Nandi Giridhama PS,Economic Crime,Cheating,Medium,Charge Sheet Filed,No,ACT001,SEC005
CR024764,2026-02-01 07:03:29,Kolar,Malur,Marikuppam PS,Crime Against Women,Stalking,High,Under Investigation,Yes,ACT001,SEC013
CR024765,2025-09-26 13:37:21,Bengaluru South,Channapatna,Akkur PS,Rural Crime,Cattle Theft,Medium,Under Investigation,Yes,ACT001,SEC019
CR024766,2025-04-27 19:11:13,Bengaluru Urban,Bengaluru East,Chamarajpet PS,Crime Against Women,Domestic Violence,High,Pending Trial,Yes,ACT001,SEC012
CR024767,2025-07-05 14:11:24,Vijayapura,Muddebihal,Bijapur rural PS,Cyber Crime,OTP Scam,Medium,Closed,No,ACT002,SEC009
CR024768,2026-01-28 21:07:14,Kodagu,Somvarpet,Virajpet Rural PS,Violent Crime,Attempt to Murder,Critical,Under Investigation,Yes,ACT001,SEC002
CR024769,2026-02-02 22:48:38,Chikkaballapura,Chintamani,Chelur PS,Public Order,Rioting,Medium,Pending Trial,No,ACT001,SEC018
CR024770,2024-09-06 06:04:00,Kolar,Malur,Champion Reefs PS,Crime Against Women,Sexual Harassment,High,Closed,Yes,ACT001,SEC007
CR024771,2026-01-17 01:40:40,Tumakuru,Madhugiri,Kolala PS,Public Order,Rioting,Medium,Under Investigation,No,ACT001,SEC018
CR024772,2025-10-17 20:20:49,Hassan,Alur,Halebeedu PS,Economic Crime,Cheating,Medium,Charge Sheet Filed,Yes,ACT001,SEC005
CR024773,2025-05-06 12:48:50,Kalaburagi,Sedam,Madanahipparga PS,Economic Crime,Cheating,Medium,Charge Sheet Filed,No,ACT001,SEC005
CR024774,2025-06-05 10:46:46,Chikkamagaluru,Ajjampura,Jayapura PS,Violent Crime,Assault,Critical,Charge Sheet Filed,Yes,ACT001,SEC006
CR024775,2025-05-12 23:00:21,Bengaluru Urban,Bengaluru North,Yelahanka PS,Public Order,Illegal Gambling,Medium,Pending Trial,No,ACT007,SEC016
CR024776,2024-08-18 06:20:35,Bagalkote,Bagalkot,Mudhol PS,Cyber Crime,Phishing,Medium,Charge Sheet Filed,No,ACT002,SEC009
CR024777,2024-11-04 14:33:03,Hassan,Belur,Arakalagud PS,Violent Crime,Attempt to Murder,Critical,Closed,Yes,ACT001,SEC002
