investigation_id,case_id,investigating_officer_id,investigation_start_date,investigation_end_date,investigation_status,evidence_collected,witness_count,forensic_required,forensic_completed,remarks
INV004303,CR004303,EMP003264,2025-09-05,2025-10-23,Closed,No,9,No,No,Case closed due to insufficient evidence.
INV004304,CR004304,EMP007235,2024-09-06,2025-01-17,Completed,Yes,4,No,No,Witness statements recorded.
INV004305,CR004305,EMP006955,2024-12-20,,Ongoing,Yes,0,Yes,Yes,Investigation in progress.
INV004306,CR004306,EMP008633,2025-03-23,,Ongoing,Yes,4,No,No,Evidence collection in progress.
INV004307,CR004307,EMP007820,2025-07-14,,Ongoing,No,1,No,No,Investigation in progress.
INV004308,CR004308,EMP006248,2024-12-07,2025-06-03,Completed,No,9,No,No,Witness statements recorded.
INV004309,CR004309,EMP003300,2024-12-23,2025-01-22,Completed,Yes,2,No,No,Witness statements recorded.
INV004310,CR004310,EMP003310,2024-11-17,2025-03-18,Completed,Yes,3,No,No,Witness statements recorded.
INV004311,CR004311,EMP003273,2025-06-09,,Ongoing,Yes,9,Yes,Yes,Awaiting forensic report.
INV004312,CR004312,EMP005207,2025-06-26,2025-10-17,Completed,Yes,2,Yes,Yes,Investigation completed successfully.
INV004313,CR004313,EMP000565,2025-12-30,,Ongoing,No,3,Yes,Yes,Awaiting forensic report.
INV004314,CR004314,EMP008653,2024-12-26,2025-03-15,Completed,Yes,5,Yes,Yes,Charge sheet preparation underway.
INV004315,CR004315,EMP006267,2026-02-26,,Ongoing,No,6,No,No,Evidence collection in progress.
INV004316,CR004316,EMP004108,2025-08-10,2026-01-26,Closed,Yes,4,No,No,Case closed due to insufficient evidence.
INV004317,CR004317,EMP007120,2025-07-14,2025-12-09,Completed,Yes,10,No,No,Evidence verified and case completed.
INV004318,CR004318,EMP005862,2025-09-02,2025-12-08,Completed,No,2,No,No,Charge sheet preparation underway.
INV004319,CR004319,EMP003328,2024-11-21,,Ongoing,Yes,4,Yes,Yes,Additional witnesses being examined.
INV004320,CR004320,EMP001285,2024-11-30,2025-05-10,Completed,Yes,1,No,No,Investigation completed successfully.
INV004321,CR004321,EMP007882,2025-04-12,2025-07-19,Completed,Yes,4,Yes,Yes,Investigation completed successfully.
INV004322,CR004322,EMP006563,2026-01-26,,Ongoing,Yes,3,No,No,Additional witnesses being examined.
INV004323,CR004323,EMP000885,2025-01-17,2025-06-16,Closed,Yes,3,No,No,Investigation closed after verification.
INV004324,CR004324,EMP000734,2025-01-21,2025-04-07,Closed,Yes,8,Yes,Yes,Complaint found to be false.
INV004325,CR004325,EMP003311,2025-03-30,2025-04-29,Closed,Yes,2,No,No,Complaint found to be false.
INV004326,CR004326,EMP004940,2024-09-06,,Ongoing,Yes,4,No,No,Awaiting forensic report.
INV004327,CR004327,EMP003029,2025-03-19,,Ongoing,No,6,No,No,Additional witnesses being examined.
INV004328,CR004328,EMP000890,2025-06-14,2025-11-05,Completed,Yes,7,No,No,Witness statements recorded.
INV004329,CR004329,EMP003294,2025-06-27,,Ongoing,Yes,4,No,No,Investigation in progress.
INV004330,CR004330,EMP004697,2024-08-27,2025-02-06,Closed,Yes,5,Yes,Yes,Case closed due to insufficient evidence.
INV004331,CR004331,EMP001125,2025-06-26,2025-09-21,Completed,Yes,8,No,No,Evidence verified and case completed.
INV004332,CR004332,EMP003054,2026-01-26,2026-03-12,Closed,Yes,4,Yes,Yes,Case closed due to insufficient evidence.
INV004333,CR004333,EMP009990,2026-03-01,2026-08-03,Closed,Yes,3,No,No,Case closed due to insufficient evidence.
INV004334,CR004334,EMP001796,2025-09-25,2026-01-18,Closed,Yes,9,Yes,No,Complaint found to be false.
INV004335,CR004335,EMP003289,2025-03-15,,Ongoing,No,4,Yes,Yes,Awaiting forensic report.
INV004336,CR004336,EMP001417,2025-03-01,,Ongoing,Yes,0,No,No,Additional witnesses being examined.
INV004337,CR004337,EMP003294,2024-09-23,2024-12-29,Closed,Yes,10,No,No,Case closed due to insufficient evidence.
INV004338,CR004338,EMP009669,2024-12-13,2025-02-15,Completed,No,2,No,No,Evidence verified and case completed.
INV004339,CR004339,EMP009763,2025-11-14,2026-04-21,Completed,Yes,2,No,No,Witness statements recorded.
INV004340,CR004340,EMP006334,2026-04-23,2026-08-17,Completed,No,4,No,No,Charge sheet preparation underway.
INV004341,CR004341,EMP008801,2026-01-04,2026-06-17,Completed,Yes,4,No,No,Charge sheet preparation underway.
INV004342,CR004342,EMP006389,2025-03-27,2025-05-28,Closed,Yes,9,No,No,Case closed due to insufficient evidence.
INV004343,CR004343,EMP002315,2026-06-12,2026-11-21,Completed,Yes,5,No,No,Investigation completed successfully.
INV004344,CR004344,EMP006668,2025-11-20,2026-02-18,Completed,Yes,0,Yes,Yes,Charge sheet preparation underway.
INV004345,CR004345,EMP008676,2025-03-08,2025-08-07,Completed,No,3,Yes,Yes,Investigation completed successfully.
INV004346,CR004346,EMP009980,2025-06-14,2025-08-30,Completed,Yes,5,No,No,Charge sheet preparation underway.
INV004347,CR004347,EMP005621,2025-07-19,2025-09-27,Completed,Yes,2,No,No,Evidence verified and case completed.
INV004348,CR004348,EMP007687,2025-05-12,2025-07-17,Closed,Yes,0,No,No,Case closed due to insufficient evidence.
INV004349,CR004349,EMP004676,2024-07-19,2024-08-30,Completed,Yes,0,No,No,Investigation completed successfully.
INV004350,CR004350,EMP007215,2026-05-22,2026-10-15,Completed,Yes,0,Yes,Yes,Investigation completed successfully.
INV004351,CR004351,EMP007531,2026-06-16,,Ongoing,No,5,No,No,Evidence collection in progress.
INV004352,CR004352,EMP002969,2026-01-02,2026-02-13,Completed,No,3,No,No,Evidence verified and case completed.
INV004353,CR004353,EMP006694,2025-09-02,2026-01-08,Completed,Yes,3,No,No,Charge sheet preparation underway.
INV004354,CR004354,EMP008685,2024-12-03,2025-01-05,Completed,Yes,2,Yes,Yes,Investigation completed successfully.
INV004355,CR004355,EMP003297,2025-09-04,2025-09-25,Closed,Yes,5,Yes,No,Investigation closed after verification.
INV004356,CR004356,EMP006244,2025-04-01,2025-05-21,Closed,Yes,1,No,No,Case closed due to insufficient evidence.
INV004357,CR004357,EMP006739,2026-01-04,2026-05-27,Closed,Yes,2,No,No,Case closed due to insufficient evidence.
INV004358,CR004358,EMP008437,2026-03-12,2026-04-26,Completed,Yes,10,No,No,Evidence verified and case completed.
INV004359,CR004359,EMP007757,2025-10-16,2026-02-23,Completed,No,3,Yes,Yes,Investigation completed successfully.
INV004360,CR004360,EMP003287,2024-10-26,2025-02-10,Completed,Yes,0,No,No,Charge sheet preparation underway.
INV004361,CR004361,EMP000885,2025-04-22,2025-09-21,Closed,Yes,3,Yes,Yes,Investigation closed after verification.
INV004362,CR004362,EMP001583,2025-03-20,,Ongoing,Yes,5,No,No,Evidence collection in progress.
INV004363,CR004363,EMP006363,2025-11-10,2026-01-16,Completed,Yes,4,No,No,Evidence verified and case completed.
INV004364,CR004364,EMP001832,2024-08-29,,Ongoing,Yes,8,No,No,Evidence collection in progress.
INV004365,CR004365,EMP004632,2026-03-07,2026-04-05,Closed,Yes,8,No,No,Investigation closed after verification.
INV004366,CR004366,EMP006366,2025-11-14,2026-02-04,Closed,Yes,4,Yes,Yes,Complaint found to be false.
INV004367,CR004367,EMP003032,2025-06-22,2025-10-22,Completed,Yes,7,Yes,Yes,Charge sheet preparation underway.
INV004368,CR004368,EMP008321,2024-09-29,,Ongoing,Yes,6,No,No,Evidence collection in progress.
INV004369,CR004369,EMP005416,2026-03-25,2026-04-14,Completed,Yes,10,No,No,Charge sheet preparation underway.
INV004370,CR004370,EMP004528,2025-05-05,,Ongoing,Yes,5,No,No,Evidence collection in progress.
INV004371,CR004371,EMP001190,2024-12-08,2025-05-28,Closed,Yes,8,No,No,Case closed due to insufficient evidence.
INV004372,CR004372,EMP003322,2025-06-04,2025-09-04,Completed,Yes,9,No,No,Investigation completed successfully.
INV004373,CR004373,EMP004009,2025-05-07,2025-09-16,Completed,No,3,Yes,No,Charge sheet preparation underway.
INV004374,CR004374,EMP003307,2025-09-10,2026-02-15,Closed,Yes,5,No,No,Investigation closed after verification.
INV004375,CR004375,EMP001382,2025-03-21,2025-06-10,Completed,Yes,5,No,No,Evidence verified and case completed.
INV004376,CR004376,EMP008510,2024-09-01,2024-11-16,Completed,Yes,5,No,No,Evidence verified and case completed.
INV004377,CR004377,EMP006326,2024-09-13,,Ongoing,Yes,5,Yes,Yes,Investigation in progress.
INV004378,CR004378,EMP004631,2024-09-29,2025-01-04,Closed,Yes,3,No,No,Complaint found to be false.
INV004379,CR004379,EMP004376,2024-11-25,2024-12-31,Completed,Yes,0,Yes,Yes,Investigation completed successfully.
INV004380,CR004380,EMP006308,2025-11-16,2026-01-11,Completed,Yes,0,No,No,Investigation completed successfully.
INV004381,CR004381,EMP005443,2026-07-02,2026-11-05,Closed,Yes,3,No,No,Case closed due to insufficient evidence.
INV004382,CR004382,EMP006462,2025-12-13,2026-02-07,Completed,Yes,9,Yes,Yes,Evidence verified and case completed.
INV004383,CR004383,EMP005600,2025-08-29,2025-12-15,Completed,Yes,1,Yes,Yes,Investigation completed successfully.
INV004384,CR004384,EMP008085,2025-08-14,,Ongoing,Yes,8,No,No,Additional witnesses being examined.
INV004385,CR004385,EMP006945,2025-01-18,2025-07-09,Closed,Yes,8,No,No,Investigation closed after verification.
INV004386,CR004386,EMP002914,2025-11-14,2026-01-14,Completed,Yes,4,No,No,Investigation completed successfully.
INV004387,CR004387,EMP004147,2025-10-01,2026-02-08,Completed,Yes,5,No,No,Evidence verified and case completed.
INV004388,CR004388,EMP006509,2026-05-22,,Ongoing,Yes,5,No,No,Additional witnesses being examined.
INV004389,CR004389,EMP003846,2025-12-08,2026-05-11,Closed,Yes,4,No,No,Complaint found to be false.
INV004390,CR004390,EMP003268,2025-12-08,,Ongoing,Yes,5,No,No,Awaiting forensic report.
INV004391,CR004391,EMP003551,2025-01-25,2025-07-08,Closed,Yes,2,No,No,Case closed due to insufficient evidence.
INV004392,CR004392,EMP003874,2025-04-03,2025-09-14,Completed,Yes,7,Yes,Yes,Charge sheet preparation underway.
INV004393,CR004393,EMP005253,2026-05-11,,Ongoing,Yes,4,No,No,Awaiting forensic report.
INV004394,CR004394,EMP000074,2024-10-02,2024-10-29,Completed,No,10,No,No,Investigation completed successfully.
INV004395,CR004395,EMP006431,2024-07-12,2024-08-05,Closed,Yes,4,Yes,Yes,Complaint found to be false.
INV004396,CR004396,EMP007636,2024-12-04,2025-03-13,Completed,Yes,0,Yes,Yes,Charge sheet preparation underway.
INV004397,CR004397,EMP006636,2026-04-04,2026-06-12,Completed,Yes,4,Yes,Yes,Charge sheet preparation underway.
INV004398,CR004398,EMP006138,2024-12-04,2025-05-25,Completed,No,5,Yes,Yes,Evidence verified and case completed.
INV004399,CR004399,EMP003256,2025-02-25,,Ongoing,Yes,5,No,No,Awaiting forensic report.
INV004400,CR004400,EMP005179,2026-01-03,2026-05-30,Completed,Yes,4,No,No,Charge sheet preparation underway.
INV004401,CR004401,EMP006210,2025-01-01,2025-06-29,Closed,Yes,3,Yes,Yes,Investigation closed after verification.
INV004402,CR004402,EMP005208,2024-08-20,2025-01-10,Closed,Yes,4,No,No,Investigation closed after verification.
INV004403,CR004403,EMP009370,2025-12-09,,Ongoing,Yes,9,Yes,Yes,Additional witnesses being examined.
INV004404,CR004404,EMP009482,2025-08-03,,Ongoing,Yes,5,No,No,Awaiting forensic report.
INV004405,CR004405,EMP003273,2026-01-02,,Ongoing,Yes,9,No,No,Evidence collection in progress.
INV004406,CR004406,EMP006363,2026-06-24,2026-10-22,Completed,Yes,6,No,No,Charge sheet preparation underway.
INV004407,CR004407,EMP008211,2024-11-24,2025-02-08,Closed,No,4,No,No,Complaint found to be false.
INV004408,CR004408,EMP007985,2025-04-05,2025-08-05,Closed,Yes,0,No,No,Case closed due to insufficient evidence.
INV004409,CR004409,EMP003266,2024-11-05,2025-04-28,Completed,Yes,8,Yes,Yes,Investigation completed successfully.
INV004410,CR004410,EMP005643,2025-06-24,2025-09-11,Completed,Yes,0,No,No,Charge sheet preparation underway.
INV004411,CR004411,EMP001452,2026-06-07,2026-11-07,Closed,Yes,0,Yes,Yes,Investigation closed after verification.
INV004412,CR004412,EMP003313,2025-04-17,2025-08-12,Completed,No,3,No,No,Charge sheet preparation underway.
INV004413,CR004413,EMP000885,2026-02-16,2026-03-08,Closed,No,3,No,No,Case closed due to insufficient evidence.
INV004414,CR004414,EMP008976,2025-05-11,,Ongoing,Yes,5,Yes,Yes,Evidence collection in progress.
INV004415,CR004415,EMP008646,2025-07-24,2025-08-27,Completed,No,4,No,No,Charge sheet preparation underway.
INV004416,CR004416,EMP009931,2026-01-15,2026-03-03,Completed,Yes,5,Yes,Yes,Evidence verified and case completed.
INV004417,CR004417,EMP004539,2026-03-19,,Ongoing,Yes,4,No,No,Investigation in progress.
INV004418,CR004418,EMP001198,2025-07-29,2025-11-22,Closed,Yes,6,Yes,Yes,Case closed due to insufficient evidence.
INV004419,CR004419,EMP003272,2025-05-28,2025-08-15,Completed,Yes,5,No,No,Witness statements recorded.
INV004420,CR004420,EMP001481,2024-08-09,2025-01-13,Completed,Yes,8,Yes,No,Charge sheet preparation underway.
INV004421,CR004421,EMP009497,2026-01-13,2026-03-06,Completed,No,8,Yes,Yes,Witness statements recorded.
INV004422,CR004422,EMP003048,2026-05-21,,Ongoing,Yes,2,No,No,Investigation in progress.
INV004423,CR004423,EMP004845,2026-03-17,2026-06-12,Closed,Yes,7,No,No,Case closed due to insufficient evidence.
INV004424,CR004424,EMP003281,2025-12-29,2026-02-14,Completed,Yes,3,No,No,Evidence verified and case completed.
INV004425,CR004425,EMP006198,2025-11-23,2026-04-24,Closed,No,4,Yes,Yes,Investigation closed after verification.
INV004426,CR004426,EMP008696,2025-12-09,2026-04-03,Completed,Yes,7,No,No,Charge sheet preparation underway.
INV004427,CR004427,EMP006169,2026-03-11,2026-08-03,Closed,Yes,1,No,No,Case closed due to insufficient evidence.
INV004428,CR004428,EMP003348,2026-03-23,,Ongoing,No,6,No,No,Evidence collection in progress.
INV004429,CR004429,EMP003268,2024-08-27,2024-12-14,Completed,Yes,10,Yes,Yes,Charge sheet preparation underway.
INV004430,CR004430,EMP006135,2025-03-23,2025-08-24,Completed,No,5,Yes,Yes,Evidence verified and case completed.
INV004431,CR004431,EMP005117,2024-07-22,2024-09-24,Closed,Yes,9,Yes,Yes,Investigation closed after verification.
INV004432,CR004432,EMP008331,2026-07-10,2026-10-17,Closed,Yes,3,Yes,No,Investigation closed after verification.
INV004433,CR004433,EMP001620,2025-07-15,2025-09-07,Completed,Yes,1,No,No,Investigation completed successfully.
INV004434,CR004434,EMP007425,2026-05-20,2026-07-15,Completed,Yes,6,No,No,Charge sheet preparation underway.
INV004435,CR004435,EMP003327,2024-10-05,2024-12-07,Closed,Yes,3,No,No,Case closed due to insufficient evidence.
INV004436,CR004436,EMP006670,2024-12-22,,Ongoing,Yes,3,Yes,Yes,Additional witnesses being examined.
INV004437,CR004437,EMP009468,2024-07-29,2025-01-18,Completed,No,0,No,No,Charge sheet preparation underway.
INV004438,CR004438,EMP003518,2024-08-26,2024-10-25,Completed,Yes,6,No,No,Charge sheet preparation underway.
INV004439,CR004439,EMP003335,2025-04-11,,Ongoing,No,10,Yes,Yes,Awaiting forensic report.
INV004440,CR004440,EMP001896,2024-09-23,2025-01-17,Completed,Yes,9,Yes,Yes,Evidence verified and case completed.
INV004441,CR004441,EMP003278,2026-01-02,,Ongoing,Yes,8,Yes,Yes,Additional witnesses being examined.
INV004442,CR004442,EMP008177,2025-09-27,2026-03-23,Closed,Yes,5,No,No,Investigation closed after verification.
INV004443,CR004443,EMP008526,2026-01-10,2026-05-12,Closed,Yes,9,Yes,Yes,Case closed due to insufficient evidence.
INV004444,CR004444,EMP008060,2025-06-08,2025-11-02,Closed,Yes,3,No,No,Complaint found to be false.
INV004445,CR004445,EMP000589,2025-12-20,2026-02-26,Completed,Yes,0,No,No,Investigation completed successfully.
INV004446,CR004446,EMP003395,2025-02-05,2025-03-30,Closed,Yes,10,Yes,Yes,Case closed due to insufficient evidence.
INV004447,CR004447,EMP007200,2025-03-17,2025-08-07,Completed,Yes,3,No,No,Evidence verified and case completed.
INV004448,CR004448,EMP006865,2024-12-08,2025-02-05,Closed,Yes,0,No,No,Investigation closed after verification.
INV004449,CR004449,EMP008581,2025-04-19,2025-09-04,Closed,Yes,7,No,No,Investigation closed after verification.
INV004450,CR004450,EMP005567,2026-01-31,2026-05-16,Completed,Yes,5,No,No,Investigation completed successfully.
INV004451,CR004451,EMP004905,2025-09-19,,Ongoing,Yes,2,No,No,Evidence collection in progress.
INV004452,CR004452,EMP003332,2025-11-04,2026-02-27,Closed,Yes,9,Yes,Yes,Case closed due to insufficient evidence.
INV004453,CR004453,EMP004707,2025-09-20,2026-01-30,Closed,Yes,3,Yes,Yes,Complaint found to be false.
INV004454,CR004454,EMP006223,2025-08-11,2026-01-04,Completed,Yes,9,No,No,Evidence verified and case completed.
INV004455,CR004455,EMP000398,2024-12-13,,Ongoing,Yes,5,No,No,Additional witnesses being examined.
INV004456,CR004456,EMP005207,2024-08-21,2024-11-01,Closed,Yes,5,No,No,Complaint found to be false.
INV004457,CR004457,EMP006195,2025-03-24,2025-08-04,Completed,Yes,1,Yes,No,Investigation completed successfully.
INV004458,CR004458,EMP001649,2026-05-07,2026-09-15,Completed,No,3,Yes,Yes,Charge sheet preparation underway.
INV004459,CR004459,EMP009347,2025-05-03,,Ongoing,Yes,7,No,No,Awaiting forensic report.
INV004460,CR004460,EMP006531,2026-03-27,2026-05-16,Closed,Yes,5,No,No,Complaint found to be false.
INV004461,CR004461,EMP004060,2025-11-18,2026-04-03,Closed,Yes,3,No,No,Complaint found to be false.
INV004462,CR004462,EMP007144,2025-04-07,2025-06-03,Completed,Yes,2,No,No,Investigation completed successfully.
INV004463,CR004463,EMP005264,2025-06-06,,Ongoing,Yes,2,Yes,No,Evidence collection in progress.
INV004464,CR004464,EMP001490,2025-07-20,,Ongoing,Yes,0,Yes,Yes,Evidence collection in progress.
INV004465,CR004465,EMP003307,2025-06-23,2025-12-09,Completed,Yes,4,Yes,Yes,Witness statements recorded.
INV004466,CR004466,EMP006174,2025-09-28,,Ongoing,Yes,4,No,No,Awaiting forensic report.
INV004467,CR004467,EMP000822,2025-11-20,2026-04-20,Completed,Yes,10,Yes,Yes,Investigation completed successfully.
INV004468,CR004468,EMP006849,2025-11-25,2026-04-02,Completed,Yes,4,Yes,Yes,Investigation completed successfully.
INV004469,CR004469,EMP000891,2025-10-16,2026-02-28,Completed,Yes,5,Yes,Yes,Investigation completed successfully.
INV004470,CR004470,EMP008392,2025-04-21,2025-05-31,Closed,Yes,3,No,No,Case closed due to insufficient evidence.
INV004471,CR004471,EMP000479,2024-11-06,2025-02-01,Completed,Yes,6,Yes,No,Witness statements recorded.
INV004472,CR004472,EMP003300,2025-02-03,,Ongoing,Yes,0,No,No,Investigation in progress.
INV004473,CR004473,EMP006691,2025-04-05,,Ongoing,Yes,10,No,No,Investigation in progress.
INV004474,CR004474,EMP009221,2026-05-28,,Ongoing,Yes,7,Yes,Yes,Investigation in progress.
INV004475,CR004475,EMP004779,2025-06-04,2025-10-01,Closed,Yes,4,No,No,Case closed due to insufficient evidence.
INV004476,CR004476,EMP000889,2026-03-06,2026-04-04,Completed,Yes,4,Yes,Yes,Investigation completed successfully.
INV004477,CR004477,EMP003108,2025-01-05,2025-01-23,Closed,Yes,10,No,No,Complaint found to be false.
INV004478,CR004478,EMP003355,2024-08-09,,Ongoing,Yes,10,Yes,Yes,Additional witnesses being examined.
INV004479,CR004479,EMP009442,2025-10-01,2025-11-10,Completed,Yes,8,No,No,Evidence verified and case completed.
INV004480,CR004480,EMP000781,2024-09-30,2025-01-08,Completed,Yes,7,No,No,Witness statements recorded.
INV004481,CR004481,EMP006664,2025-03-20,2025-05-25,Closed,No,5,No,No,Case closed due to insufficient evidence.
INV004482,CR004482,EMP006900,2026-03-18,2026-08-18,Completed,Yes,0,No,No,Charge sheet preparation underway.
INV004483,CR004483,EMP008186,2025-10-02,2026-03-27,Closed,Yes,5,No,No,Investigation closed after verification.
INV004484,CR004484,EMP008558,2026-04-23,2026-06-20,Closed,Yes,3,No,No,Investigation closed after verification.
INV004485,CR004485,EMP006903,2026-02-03,2026-05-24,Completed,Yes,3,Yes,Yes,Investigation completed successfully.
INV004486,CR004486,EMP006234,2026-07-02,2026-12-17,Completed,Yes,8,No,No,Evidence verified and case completed.
INV004487,CR004487,EMP006233,2025-09-05,2025-12-13,Completed,Yes,4,Yes,Yes,Investigation completed successfully.
INV004488,CR004488,EMP008025,2024-09-05,2024-11-07,Completed,Yes,1,No,No,Witness statements recorded.
INV004489,CR004489,EMP007315,2024-09-01,2024-10-31,Completed,Yes,9,No,No,Charge sheet preparation underway.
INV004490,CR004490,EMP002548,2024-09-03,,Ongoing,Yes,0,No,No,Awaiting forensic report.
INV004491,CR004491,EMP003262,2025-11-15,2026-04-08,Closed,Yes,8,No,No,Complaint found to be false.
INV004492,CR004492,EMP008694,2025-03-15,2025-07-31,Completed,Yes,5,No,No,Witness statements recorded.
INV004493,CR004493,EMP001767,2025-08-31,2025-10-07,Closed,Yes,5,Yes,Yes,Complaint found to be false.
INV004494,CR004494,EMP001090,2026-06-28,2026-11-29,Closed,Yes,4,Yes,No,Investigation closed after verification.
INV004495,CR004495,EMP002907,2025-03-11,2025-04-15,Closed,No,6,Yes,Yes,Investigation closed after verification.
INV004496,CR004496,EMP008152,2026-03-19,,Ongoing,Yes,3,No,No,Additional witnesses being examined.
INV004497,CR004497,EMP009891,2026-07-01,,Ongoing,No,5,Yes,Yes,Additional witnesses being examined.
INV004498,CR004498,EMP008675,2026-07-05,2026-12-13,Closed,Yes,7,No,No,Case closed due to insufficient evidence.
INV004499,CR004499,EMP004700,2026-03-11,,Ongoing,Yes,10,Yes,Yes,Additional witnesses being examined.
INV004500,CR004500,EMP009197,2025-01-12,,Ongoing,No,4,No,No,Awaiting forensic report.
INV004501,CR004501,EMP010013,2026-05-30,2026-06-30,Completed,No,10,No,No,Witness statements recorded.
INV004502,CR004502,EMP006867,2025-03-22,2025-05-05,Closed,Yes,1,No,No,Case closed due to insufficient evidence.
INV004503,CR004503,EMP006664,2025-10-19,2026-01-16,Closed,Yes,3,No,No,Case closed due to insufficient evidence.
INV004504,CR004504,EMP007710,2024-09-30,2025-03-09,Completed,Yes,3,Yes,Yes,Investigation completed successfully.
INV004505,CR004505,EMP006124,2025-08-05,2025-09-08,Completed,Yes,4,No,No,Investigation completed successfully.
INV004506,CR004506,EMP008534,2024-08-17,,Ongoing,Yes,5,No,No,Investigation in progress.
INV004507,CR004507,EMP003364,2025-03-28,2025-07-17,Closed,Yes,0,Yes,Yes,Investigation closed after verification.
INV004508,CR004508,EMP007985,2025-12-02,,Ongoing,Yes,5,Yes,Yes,Awaiting forensic report.
INV004509,CR004509,EMP007213,2024-10-16,2024-11-28,Closed,Yes,4,No,No,Case closed due to insufficient evidence.
INV004510,CR004510,EMP006525,2026-02-02,2026-05-11,Closed,No,6,No,No,Investigation closed after verification.
INV004511,CR004511,EMP007439,2025-03-01,2025-07-25,Completed,Yes,5,No,No,Charge sheet preparation underway.
INV004512,CR004512,EMP006270,2024-10-02,2024-11-23,Closed,Yes,4,Yes,Yes,Investigation closed after verification.
INV004513,CR004513,EMP009421,2026-03-30,2026-04-14,Completed,Yes,5,No,No,Evidence verified and case completed.
INV004514,CR004514,EMP000261,2026-05-04,2026-10-06,Completed,Yes,9,No,No,Witness statements recorded.
INV004515,CR004515,EMP004891,2025-11-10,2026-02-28,Closed,Yes,7,No,No,Complaint found to be false.
INV004516,CR004516,EMP007330,2025-05-17,2025-11-13,Completed,Yes,4,Yes,Yes,Charge sheet preparation underway.
INV004517,CR004517,EMP007878,2024-10-31,2025-02-15,Completed,Yes,7,No,No,Charge sheet preparation underway.
INV004518,CR004518,EMP010050,2024-12-29,2025-05-11,Closed,Yes,2,Yes,Yes,Investigation closed after verification.
INV004519,CR004519,EMP004785,2026-03-01,,Ongoing,Yes,5,Yes,Yes,Awaiting forensic report.
INV004520,CR004520,EMP004076,2026-01-28,2026-07-03,Completed,Yes,3,Yes,Yes,Evidence verified and case completed.
INV004521,CR004521,EMP004687,2026-06-13,,Ongoing,Yes,4,Yes,No,Additional witnesses being examined.
INV004522,CR004522,EMP008636,2026-02-19,,Ongoing,Yes,5,No,No,Additional witnesses being examined.
INV004523,CR004523,EMP007380,2024-07-14,2024-08-21,Completed,Yes,3,No,No,Witness statements recorded.
INV004524,CR004524,EMP003309,2024-08-02,2024-12-26,Closed,Yes,1,Yes,Yes,Case closed due to insufficient evidence.
INV004525,CR004525,EMP004668,2024-11-17,2025-03-07,Completed,Yes,9,No,No,Charge sheet preparation underway.
INV004526,CR004526,EMP005087,2025-04-11,2025-07-11,Closed,Yes,0,No,No,Investigation closed after verification.
INV004527,CR004527,EMP007919,2025-06-17,2025-10-21,Closed,Yes,10,Yes,Yes,Investigation closed after verification.
INV004528,CR004528,EMP004589,2025-10-17,,Ongoing,Yes,3,No,No,Awaiting forensic report.
INV004529,CR004529,EMP004564,2025-07-12,2025-08-04,Completed,Yes,10,No,No,Evidence verified and case completed.
INV004530,CR004530,EMP008222,2025-04-12,,Ongoing,Yes,5,No,No,Additional witnesses being examined.
INV004531,CR004531,EMP004667,2024-11-07,,Ongoing,Yes,5,Yes,Yes,Additional witnesses being examined.
INV004532,CR004532,EMP002636,2026-05-27,2026-07-01,Completed,No,4,No,No,Investigation completed successfully.
INV004533,CR004533,EMP001256,2024-08-29,2025-02-11,Completed,Yes,10,Yes,Yes,Investigation completed successfully.
INV004534,CR004534,EMP001535,2026-05-16,2026-06-07,Completed,Yes,5,Yes,Yes,Witness statements recorded.
INV004535,CR004535,EMP004744,2025-02-26,2025-06-10,Closed,Yes,8,No,No,Case closed due to insufficient evidence.
INV004536,CR004536,EMP001206,2026-06-17,2026-09-02,Closed,Yes,3,No,No,Investigation closed after verification.
INV004537,CR004537,EMP008570,2026-05-03,,Ongoing,Yes,10,No,No,Awaiting forensic report.
INV004538,CR004538,EMP005904,2024-08-10,2025-01-29,Completed,Yes,9,No,No,Evidence verified and case completed.
INV004539,CR004539,EMP006659,2026-01-27,2026-05-30,Completed,Yes,2,No,No,Investigation completed successfully.
INV004540,CR004540,EMP004699,2026-04-19,,Ongoing,Yes,5,No,No,Additional witnesses being examined.
INV004541,CR004541,EMP000584,2026-05-03,2026-06-10,Closed,Yes,2,Yes,Yes,Complaint found to be false.
INV004542,CR004542,EMP002632,2026-06-28,2026-11-16,Completed,Yes,4,No,No,Charge sheet preparation underway.
INV004543,CR004543,EMP000297,2024-10-02,2024-12-14,Completed,Yes,10,Yes,Yes,Evidence verified and case completed.
INV004544,CR004544,EMP004654,2025-07-06,2025-12-04,Completed,Yes,4,No,No,Evidence verified and case completed.
INV004545,CR004545,EMP003893,2026-03-13,2026-08-09,Completed,Yes,5,No,No,Evidence verified and case completed.
INV004546,CR004546,EMP006770,2024-12-21,2025-02-11,Completed,No,3,No,No,Evidence verified and case completed.
INV004547,CR004547,EMP002254,2024-08-05,2024-08-24,Completed,Yes,3,No,No,Charge sheet preparation underway.
INV004548,CR004548,EMP003905,2025-05-17,2025-06-23,Completed,Yes,1,Yes,Yes,Witness statements recorded.
INV004549,CR004549,EMP009363,2025-09-16,2026-02-18,Closed,No,5,Yes,Yes,Investigation closed after verification.
INV004550,CR004550,EMP005641,2025-04-27,,Ongoing,No,3,No,No,Additional witnesses being examined.
INV004551,CR004551,EMP009815,2024-11-26,,Ongoing,No,8,No,No,Additional witnesses being examined.
